Random,Name,Date,Location,Total Hours,Billable Hours,Clients Assigned,Clients Seen 
90,Felica Pajak  ,3/21/2020,Location A,2.00,0,2,2
22,Dorine Varnell  ,3/26/2020,Location B,1.00,1,4,4
48,Mariano Defibaugh  ,1/13/2020,Location A,2.00,2,2,2
65,Alvina Brazee  ,3/28/2020,Location D,1.00,1,4,2
9,Carolina Golla  ,1/10/2020,Location B,1.00,1,4,3
88,Carolina Golla  ,1/10/2020,Location B,6.00,5,5,2
71,Rueben Maxfield  ,3/27/2020,Location C,4.00,3,3,2
18,Felica Pajak  ,1/31/2020,Location C,7.00,5,2,1
84,Dorine Varnell  ,3/6/2020,Location B,7.00,6,3,2
34,Alvina Brazee  ,3/8/2020,Location D,7.00,6,1,1
69,Dorine Varnell  ,4/5/2020,Location D,6.00,4,2,2
91,Mariano Defibaugh  ,3/3/2020,Location C,0.00,0,3,3
63,Carolina Golla  ,3/20/2020,Location D,8.00,5,3,3
54,Felica Pajak  ,2/10/2020,Location A,2.00,0,5,3
24,Felica Pajak  ,3/31/2020,Location C,2.00,0,3,3
23,Khalilah Gratz  ,3/29/2020,Location A,2.00,1,3,3
55,Khalilah Gratz  ,1/9/2020,Location A,6.00,4,3,3
42,Bobbie Cannella  ,2/23/2020,Location B,0.00,0,3,2
58,Khalilah Gratz  ,3/9/2020,Location A,0.00,0,3,3
17,Frederica Tope  ,3/22/2020,Location B,5.00,5,5,2
54,Khalilah Gratz  ,1/19/2020,Location C,7.00,3,4,4
32,Bobbie Cannella  ,4/3/2020,Location B,5.00,4,5,2
94,Archie Mobley  ,1/25/2020,Location A,4.00,1,4,2
44,Felica Pajak  ,3/31/2020,Location C,5.00,0,5,3
19,Alvina Brazee  ,3/18/2020,Location B,7.00,3,4,3
25,Khalilah Gratz  ,2/18/2020,Location A,3.00,2,1,1
86,Dorine Varnell  ,2/25/2020,Location D,0.00,0,1,1
57,Felica Pajak  ,2/10/2020,Location A,1.00,0,5,3
26,Alvina Brazee  ,1/8/2020,Location D,0.00,0,1,1
91,Mariano Defibaugh  ,1/3/2020,Location C,1.00,1,5,5
46,Archie Mobley  ,2/4/2020,Location C,4.00,4,1,1
8,Frederica Tope  ,3/12/2020,Location D,0.00,0,1,1
87,Archie Mobley  ,3/5/2020,Location A,8.00,2,5,1
67,Felica Pajak  ,1/21/2020,Location A,7.00,0,2,1
62,Khalilah Gratz  ,2/8/2020,Location C,1.00,1,2,1
6,Carolina Golla  ,4/9/2020,Location D,7.00,6,5,4
23,Carolina Golla  ,1/30/2020,Location B,1.00,0,1,1
2,Rueben Maxfield  ,1/17/2020,Location A,0.00,0,4,1
99,Mariano Defibaugh  ,3/3/2020,Location C,2.00,2,4,3
71,Archie Mobley  ,1/25/2020,Location A,1.00,1,5,4
9,Khalilah Gratz  ,1/19/2020,Location C,5.00,1,1,1
22,Khalilah Gratz  ,2/18/2020,Location A,0.00,0,3,1
29,Dorine Varnell  ,3/26/2020,Location B,3.00,2,1,1
64,Khalilah Gratz  ,1/9/2020,Location A,7.00,4,2,1
54,Felica Pajak  ,3/11/2020,Location C,5.00,4,5,2
29,Dorine Varnell  ,1/16/2020,Location D,2.00,2,3,2
85,Dorine Varnell  ,2/5/2020,Location D,5.00,0,2,1
38,Dorine Varnell  ,2/15/2020,Location B,7.00,4,3,3
56,Dorine Varnell  ,2/5/2020,Location D,3.00,1,1,1
56,Archie Mobley  ,1/15/2020,Location C,3.00,3,3,1
60,Bobbie Cannella  ,1/14/2020,Location B,4.00,1,2,2
24,Carolina Golla  ,1/20/2020,Location D,2.00,2,1,1
8,Carolina Golla  ,1/30/2020,Location B,8.00,5,2,2
86,Alvina Brazee  ,1/28/2020,Location D,6.00,2,5,3
43,Mariano Defibaugh  ,3/3/2020,Location C,1.00,1,5,2
6,Rueben Maxfield  ,2/26/2020,Location A,6.00,2,3,2
11,Carolina Golla  ,1/10/2020,Location B,2.00,1,4,3
19,Archie Mobley  ,1/15/2020,Location C,2.00,1,1,1
7,Archie Mobley  ,2/4/2020,Location C,8.00,1,2,1
51,Rueben Maxfield  ,2/26/2020,Location A,8.00,4,3,2
100,Felica Pajak  ,2/10/2020,Location A,2.00,1,3,2
98,Dorine Varnell  ,1/16/2020,Location D,5.00,1,4,2
53,Mariano Defibaugh  ,1/3/2020,Location C,3.00,1,2,1
64,Alvina Brazee  ,1/18/2020,Location B,6.00,0,2,2
68,Mariano Defibaugh  ,3/3/2020,Location C,3.00,0,3,3
36,Bobbie Cannella  ,2/13/2020,Location D,2.00,2,3,2
23,Rueben Maxfield  ,3/7/2020,Location C,8.00,3,2,2
96,Dorine Varnell  ,2/5/2020,Location D,2.00,1,2,1
46,Carolina Golla  ,2/9/2020,Location D,3.00,2,2,2
96,Bobbie Cannella  ,1/24/2020,Location D,2.00,0,5,1
19,Bobbie Cannella  ,3/24/2020,Location D,7.00,7,2,2
9,Dorine Varnell  ,1/6/2020,Location B,1.00,0,2,2
51,Carolina Golla  ,3/20/2020,Location D,7.00,6,5,2
27,Rueben Maxfield  ,3/27/2020,Location C,5.00,5,2,1
62,Dorine Varnell  ,3/26/2020,Location B,4.00,1,4,1
1,Mariano Defibaugh  ,2/2/2020,Location A,5.00,1,2,2
20,Alvina Brazee  ,1/18/2020,Location B,4.00,2,5,5
49,Rueben Maxfield  ,1/17/2020,Location A,6.00,0,1,1
36,Mariano Defibaugh  ,3/23/2020,Location C,0.00,0,5,1
41,Dorine Varnell  ,3/26/2020,Location B,2.00,1,2,2
5,Dorine Varnell  ,2/5/2020,Location D,1.00,1,4,2
87,Mariano Defibaugh  ,2/2/2020,Location A,8.00,1,5,2
27,Alvina Brazee  ,3/8/2020,Location D,6.00,1,2,2
97,Frederica Tope  ,2/21/2020,Location D,4.00,1,2,2
15,Felica Pajak  ,3/1/2020,Location A,0.00,0,1,1
81,Archie Mobley  ,2/4/2020,Location C,7.00,2,3,1
4,Mariano Defibaugh  ,1/3/2020,Location C,7.00,3,5,3
65,Carolina Golla  ,2/9/2020,Location D,1.00,1,2,1
21,Carolina Golla  ,3/30/2020,Location B,5.00,1,3,2
90,Archie Mobley  ,3/15/2020,Location C,5.00,2,4,4
28,Dorine Varnell  ,2/15/2020,Location B,2.00,2,5,1
99,Mariano Defibaugh  ,2/22/2020,Location A,0.00,0,1,1
29,Bobbie Cannella  ,2/23/2020,Location B,6.00,3,2,1
60,Bobbie Cannella  ,2/23/2020,Location B,7.00,7,1,1
81,Khalilah Gratz  ,1/9/2020,Location A,3.00,3,2,2
96,Archie Mobley  ,1/15/2020,Location C,1.00,0,4,4
91,Felica Pajak  ,3/1/2020,Location A,4.00,1,3,2
3,Frederica Tope  ,3/12/2020,Location D,0.00,0,4,4
55,Archie Mobley  ,3/5/2020,Location A,2.00,0,2,1
56,Mariano Defibaugh  ,1/23/2020,Location C,1.00,1,4,2
52,Alvina Brazee  ,4/7/2020,Location B,8.00,3,5,2
32,Khalilah Gratz  ,1/29/2020,Location A,3.00,1,2,2
84,Bobbie Cannella  ,1/4/2020,Location D,0.00,0,5,4
59,Frederica Tope  ,4/1/2020,Location D,0.00,0,2,2
16,Alvina Brazee  ,2/17/2020,Location D,3.00,2,5,5
10,Frederica Tope  ,3/22/2020,Location B,7.00,0,4,4
94,Mariano Defibaugh  ,2/2/2020,Location A,1.00,0,1,1
1,Mariano Defibaugh  ,1/3/2020,Location C,0.00,0,3,2
3,Archie Mobley  ,3/25/2020,Location A,2.00,0,5,5
53,Archie Mobley  ,2/24/2020,Location C,1.00,1,5,1
78,Archie Mobley  ,2/24/2020,Location C,4.00,0,4,2
23,Bobbie Cannella  ,1/14/2020,Location B,1.00,1,3,1
10,Khalilah Gratz  ,1/29/2020,Location A,8.00,0,1,1
94,Khalilah Gratz  ,1/9/2020,Location A,4.00,1,4,3
28,Archie Mobley  ,3/25/2020,Location A,5.00,4,1,1
9,Khalilah Gratz  ,1/19/2020,Location C,7.00,0,1,1
61,Rueben Maxfield  ,1/7/2020,Location C,6.00,1,1,1
32,Rueben Maxfield  ,3/17/2020,Location A,2.00,2,1,1
18,Alvina Brazee  ,1/8/2020,Location D,7.00,4,2,1
3,Mariano Defibaugh  ,1/3/2020,Location C,2.00,2,1,1
62,Alvina Brazee  ,2/27/2020,Location B,5.00,4,5,2
28,Mariano Defibaugh  ,4/2/2020,Location A,6.00,4,2,1
8,Khalilah Gratz  ,1/9/2020,Location A,1.00,1,2,2
69,Archie Mobley  ,3/5/2020,Location A,7.00,1,2,1
89,Felica Pajak  ,1/11/2020,Location C,3.00,1,4,1
89,Carolina Golla  ,1/20/2020,Location D,4.00,2,2,1
20,Dorine Varnell  ,2/15/2020,Location B,0.00,0,2,2
48,Carolina Golla  ,2/29/2020,Location D,6.00,6,1,1
59,Dorine Varnell  ,2/25/2020,Location D,3.00,1,5,1
62,Dorine Varnell  ,2/25/2020,Location D,1.00,0,5,3
93,Alvina Brazee  ,1/8/2020,Location D,1.00,0,1,1
23,Khalilah Gratz  ,2/8/2020,Location C,7.00,4,4,2
37,Carolina Golla  ,1/20/2020,Location D,4.00,0,4,2
3,Mariano Defibaugh  ,2/12/2020,Location C,6.00,1,4,2
93,Felica Pajak  ,3/21/2020,Location A,7.00,0,5,2
58,Khalilah Gratz  ,2/8/2020,Location C,4.00,1,2,2
86,Bobbie Cannella  ,2/23/2020,Location B,0.00,0,2,1
16,Bobbie Cannella  ,4/3/2020,Location B,1.00,1,3,2
77,Khalilah Gratz  ,4/8/2020,Location C,5.00,2,1,1
15,Dorine Varnell  ,2/5/2020,Location D,4.00,4,1,1
69,Rueben Maxfield  ,3/17/2020,Location A,1.00,1,2,1
79,Archie Mobley  ,1/25/2020,Location A,3.00,2,4,1
54,Khalilah Gratz  ,3/19/2020,Location C,0.00,0,1,1
30,Khalilah Gratz  ,1/19/2020,Location C,2.00,2,5,5
48,Archie Mobley  ,2/4/2020,Location C,0.00,0,3,3
15,Felica Pajak  ,2/10/2020,Location A,3.00,2,4,2
56,Bobbie Cannella  ,2/23/2020,Location B,7.00,4,4,3
73,Khalilah Gratz  ,2/8/2020,Location C,0.00,0,4,3
73,Frederica Tope  ,4/1/2020,Location D,7.00,0,4,4
92,Felica Pajak  ,1/31/2020,Location C,4.00,0,3,2
99,Bobbie Cannella  ,3/14/2020,Location B,5.00,4,5,3
13,Carolina Golla  ,1/30/2020,Location B,0.00,0,1,1
76,Mariano Defibaugh  ,3/23/2020,Location C,8.00,0,2,1
20,Carolina Golla  ,3/20/2020,Location D,2.00,2,5,1
21,Frederica Tope  ,3/2/2020,Location B,7.00,0,5,5
10,Rueben Maxfield  ,3/17/2020,Location A,4.00,1,3,1
21,Alvina Brazee  ,4/7/2020,Location B,0.00,0,3,3
59,Khalilah Gratz  ,1/29/2020,Location A,6.00,3,1,1
8,Dorine Varnell  ,4/5/2020,Location D,2.00,1,4,4
25,Khalilah Gratz  ,1/9/2020,Location A,6.00,5,5,4
28,Alvina Brazee  ,2/17/2020,Location D,4.00,2,2,2
52,Dorine Varnell  ,3/6/2020,Location B,7.00,0,1,1
63,Bobbie Cannella  ,2/13/2020,Location D,0.00,0,5,2
1,Felica Pajak  ,1/21/2020,Location A,8.00,6,4,2
2,Khalilah Gratz  ,1/29/2020,Location A,3.00,2,2,2
56,Frederica Tope  ,2/21/2020,Location D,8.00,6,1,1
6,Bobbie Cannella  ,2/13/2020,Location D,5.00,4,3,1
60,Archie Mobley  ,3/15/2020,Location C,0.00,0,4,2
82,Mariano Defibaugh  ,3/3/2020,Location C,4.00,3,3,2
7,Dorine Varnell  ,3/16/2020,Location D,1.00,1,2,2
19,Archie Mobley  ,2/24/2020,Location C,7.00,4,4,2
6,Frederica Tope  ,2/21/2020,Location D,1.00,0,5,5
45,Khalilah Gratz  ,4/8/2020,Location C,7.00,4,2,1
93,Rueben Maxfield  ,1/17/2020,Location A,6.00,2,2,1
15,Archie Mobley  ,3/5/2020,Location A,3.00,1,4,3
85,Khalilah Gratz  ,3/9/2020,Location A,0.00,0,4,4
84,Frederica Tope  ,4/1/2020,Location D,6.00,3,5,1
96,Rueben Maxfield  ,1/17/2020,Location A,6.00,4,5,1
22,Dorine Varnell  ,3/16/2020,Location D,5.00,0,3,3
10,Dorine Varnell  ,1/26/2020,Location B,7.00,1,4,1
7,Bobbie Cannella  ,2/3/2020,Location B,8.00,3,5,4
89,Alvina Brazee  ,2/27/2020,Location B,6.00,4,3,3
60,Felica Pajak  ,1/11/2020,Location C,8.00,3,1,1
18,Carolina Golla  ,3/20/2020,Location D,3.00,1,5,1
9,Archie Mobley  ,3/25/2020,Location A,3.00,2,5,4
84,Rueben Maxfield  ,2/16/2020,Location C,0.00,0,1,1
5,Alvina Brazee  ,2/7/2020,Location B,7.00,4,5,3
21,Dorine Varnell  ,4/5/2020,Location D,1.00,1,1,1
82,Rueben Maxfield  ,3/27/2020,Location C,2.00,0,1,1
38,Frederica Tope  ,2/1/2020,Location D,0.00,0,3,2
9,Alvina Brazee  ,1/18/2020,Location B,6.00,6,5,4
24,Khalilah Gratz  ,3/9/2020,Location A,8.00,3,1,1
36,Khalilah Gratz  ,3/9/2020,Location A,4.00,1,3,2
93,Archie Mobley  ,3/25/2020,Location A,8.00,1,3,2
89,Dorine Varnell  ,3/16/2020,Location D,2.00,0,5,2
50,Mariano Defibaugh  ,4/2/2020,Location A,7.00,1,3,3
66,Archie Mobley  ,2/4/2020,Location C,7.00,7,4,2
40,Frederica Tope  ,4/1/2020,Location D,6.00,1,3,2
77,Rueben Maxfield  ,3/27/2020,Location C,4.00,1,5,3
67,Dorine Varnell  ,2/25/2020,Location D,2.00,2,4,2
50,Dorine Varnell  ,1/6/2020,Location B,7.00,2,4,2
100,Bobbie Cannella  ,2/3/2020,Location B,1.00,1,5,1
57,Archie Mobley  ,3/15/2020,Location C,5.00,3,4,4
38,Rueben Maxfield  ,3/7/2020,Location C,5.00,2,4,1
88,Carolina Golla  ,2/9/2020,Location D,4.00,2,4,4
34,Bobbie Cannella  ,2/23/2020,Location B,2.00,0,3,3
16,Dorine Varnell  ,4/5/2020,Location D,8.00,3,3,1
20,Felica Pajak  ,1/21/2020,Location A,4.00,2,2,1
18,Khalilah Gratz  ,3/29/2020,Location A,8.00,5,1,1
48,Rueben Maxfield  ,1/27/2020,Location C,6.00,0,5,3
75,Mariano Defibaugh  ,3/3/2020,Location C,0.00,0,4,1
40,Rueben Maxfield  ,1/27/2020,Location C,5.00,0,5,3
74,Bobbie Cannella  ,2/3/2020,Location B,7.00,3,2,2
81,Alvina Brazee  ,4/7/2020,Location B,6.00,5,5,1
61,Alvina Brazee  ,2/17/2020,Location D,1.00,0,3,1
17,Frederica Tope  ,2/21/2020,Location D,8.00,4,1,1
12,Frederica Tope  ,3/12/2020,Location D,0.00,0,2,1
31,Khalilah Gratz  ,3/9/2020,Location A,3.00,1,1,1
38,Rueben Maxfield  ,3/17/2020,Location A,7.00,4,1,1
59,Archie Mobley  ,2/14/2020,Location A,6.00,2,1,1
22,Dorine Varnell  ,2/5/2020,Location D,7.00,0,5,2
57,Archie Mobley  ,3/5/2020,Location A,3.00,3,2,2
19,Frederica Tope  ,2/21/2020,Location D,8.00,8,2,2
83,Mariano Defibaugh  ,2/2/2020,Location A,7.00,2,3,3
62,Mariano Defibaugh  ,2/2/2020,Location A,3.00,3,5,4
51,Archie Mobley  ,2/14/2020,Location A,4.00,4,3,1
30,Mariano Defibaugh  ,3/23/2020,Location C,8.00,8,1,1
83,Carolina Golla  ,1/20/2020,Location D,3.00,3,1,1
96,Archie Mobley  ,2/4/2020,Location C,0.00,0,5,1
68,Khalilah Gratz  ,2/28/2020,Location C,4.00,4,4,1
15,Felica Pajak  ,3/21/2020,Location A,6.00,1,5,5
93,Khalilah Gratz  ,2/18/2020,Location A,5.00,0,3,1
77,Archie Mobley  ,2/4/2020,Location C,5.00,4,3,1
46,Bobbie Cannella  ,1/14/2020,Location B,5.00,2,3,1
36,Archie Mobley  ,2/14/2020,Location A,3.00,2,2,1
88,Alvina Brazee  ,4/7/2020,Location B,2.00,2,4,2
72,Bobbie Cannella  ,3/24/2020,Location D,8.00,3,5,2
96,Rueben Maxfield  ,2/26/2020,Location A,5.00,1,2,2
27,Dorine Varnell  ,2/25/2020,Location D,6.00,2,4,1
49,Mariano Defibaugh  ,3/3/2020,Location C,3.00,2,3,3
54,Felica Pajak  ,1/31/2020,Location C,8.00,2,3,2
20,Dorine Varnell  ,1/6/2020,Location B,1.00,0,2,1
47,Rueben Maxfield  ,3/7/2020,Location C,6.00,0,2,1
5,Bobbie Cannella  ,4/3/2020,Location B,6.00,4,2,2
90,Mariano Defibaugh  ,4/2/2020,Location A,6.00,4,2,2
39,Dorine Varnell  ,3/26/2020,Location B,3.00,1,5,4
83,Carolina Golla  ,2/29/2020,Location D,6.00,2,5,3
58,Bobbie Cannella  ,3/24/2020,Location D,0.00,0,3,1
65,Khalilah Gratz  ,1/9/2020,Location A,3.00,3,3,3
50,Alvina Brazee  ,3/28/2020,Location D,6.00,5,3,2
42,Frederica Tope  ,2/21/2020,Location D,4.00,4,1,1
56,Bobbie Cannella  ,4/3/2020,Location B,1.00,0,5,5
94,Carolina Golla  ,1/10/2020,Location B,3.00,3,3,3
96,Alvina Brazee  ,1/28/2020,Location D,1.00,0,5,4
98,Felica Pajak  ,3/1/2020,Location A,5.00,4,3,1
59,Bobbie Cannella  ,1/24/2020,Location D,6.00,2,3,2
5,Dorine Varnell  ,1/6/2020,Location B,2.00,0,1,1
36,Dorine Varnell  ,3/16/2020,Location D,2.00,2,5,4
36,Mariano Defibaugh  ,2/22/2020,Location A,8.00,5,2,1
3,Carolina Golla  ,3/30/2020,Location B,7.00,2,2,2
70,Frederica Tope  ,2/11/2020,Location B,8.00,6,1,1
18,Khalilah Gratz  ,2/8/2020,Location C,3.00,0,1,1
73,Dorine Varnell  ,1/16/2020,Location D,6.00,3,3,2
44,Felica Pajak  ,2/10/2020,Location A,8.00,1,3,3
25,Dorine Varnell  ,1/6/2020,Location B,0.00,0,5,2
22,Carolina Golla  ,1/10/2020,Location B,6.00,3,3,3
34,Rueben Maxfield  ,1/17/2020,Location A,1.00,1,3,3
81,Carolina Golla  ,4/9/2020,Location D,6.00,3,3,2
5,Khalilah Gratz  ,2/8/2020,Location C,0.00,0,1,1
24,Dorine Varnell  ,1/26/2020,Location B,5.00,5,1,1
83,Dorine Varnell  ,3/16/2020,Location D,8.00,7,3,3
50,Alvina Brazee  ,3/18/2020,Location B,1.00,1,5,4
88,Frederica Tope  ,1/22/2020,Location B,6.00,4,2,1
7,Carolina Golla  ,4/9/2020,Location D,5.00,1,3,2
25,Carolina Golla  ,1/30/2020,Location B,7.00,1,4,4
7,Rueben Maxfield  ,3/17/2020,Location A,2.00,1,2,2
40,Khalilah Gratz  ,2/18/2020,Location A,6.00,4,1,1
52,Khalilah Gratz  ,4/8/2020,Location C,5.00,5,4,4
26,Frederica Tope  ,1/22/2020,Location B,7.00,7,1,1
32,Carolina Golla  ,3/10/2020,Location B,6.00,3,2,1
28,Alvina Brazee  ,1/18/2020,Location B,3.00,2,5,4
16,Frederica Tope  ,2/1/2020,Location D,8.00,6,3,3
7,Frederica Tope  ,2/1/2020,Location D,1.00,0,2,2
71,Mariano Defibaugh  ,1/3/2020,Location C,4.00,3,2,2
75,Rueben Maxfield  ,1/27/2020,Location C,0.00,0,3,3
98,Khalilah Gratz  ,3/19/2020,Location C,6.00,3,3,2
20,Carolina Golla  ,3/30/2020,Location B,0.00,0,4,1
33,Carolina Golla  ,3/20/2020,Location D,8.00,3,2,1
92,Khalilah Gratz  ,1/9/2020,Location A,8.00,5,1,1
13,Rueben Maxfield  ,3/27/2020,Location C,7.00,7,5,3
29,Carolina Golla  ,2/19/2020,Location B,5.00,1,4,3
54,Rueben Maxfield  ,1/17/2020,Location A,4.00,0,1,1
59,Rueben Maxfield  ,2/6/2020,Location A,2.00,0,2,2
50,Dorine Varnell  ,3/6/2020,Location B,7.00,6,4,4
56,Frederica Tope  ,3/12/2020,Location D,5.00,0,5,5
28,Felica Pajak  ,3/11/2020,Location C,4.00,2,3,2
96,Felica Pajak  ,3/21/2020,Location A,7.00,7,3,1
63,Archie Mobley  ,4/4/2020,Location C,8.00,4,1,1
94,Frederica Tope  ,3/12/2020,Location D,8.00,4,3,3
54,Felica Pajak  ,1/31/2020,Location C,3.00,2,4,3
74,Alvina Brazee  ,4/7/2020,Location B,0.00,0,5,5
41,Mariano Defibaugh  ,3/3/2020,Location C,3.00,3,3,3
45,Alvina Brazee  ,1/8/2020,Location D,2.00,1,2,1
87,Khalilah Gratz  ,1/29/2020,Location A,0.00,0,3,2
35,Frederica Tope  ,3/22/2020,Location B,8.00,7,1,1
81,Bobbie Cannella  ,2/23/2020,Location B,7.00,3,5,4
45,Khalilah Gratz  ,2/28/2020,Location C,4.00,0,1,1
79,Rueben Maxfield  ,2/6/2020,Location A,7.00,3,2,2
83,Bobbie Cannella  ,2/13/2020,Location D,7.00,0,5,5
62,Felica Pajak  ,1/21/2020,Location A,3.00,1,2,2
34,Khalilah Gratz  ,3/29/2020,Location A,5.00,0,5,1
96,Rueben Maxfield  ,1/7/2020,Location C,2.00,2,3,2
18,Archie Mobley  ,3/25/2020,Location A,3.00,3,2,1
31,Mariano Defibaugh  ,3/3/2020,Location C,0.00,0,4,3
44,Carolina Golla  ,2/29/2020,Location D,2.00,0,2,2
63,Dorine Varnell  ,4/5/2020,Location D,0.00,0,5,3
23,Dorine Varnell  ,1/26/2020,Location B,5.00,2,2,2
5,Dorine Varnell  ,3/6/2020,Location B,3.00,0,1,1
56,Dorine Varnell  ,2/15/2020,Location B,6.00,3,1,1
35,Alvina Brazee  ,2/17/2020,Location D,6.00,1,5,5
8,Felica Pajak  ,2/10/2020,Location A,1.00,1,4,4
46,Archie Mobley  ,3/5/2020,Location A,0.00,0,3,3
14,Alvina Brazee  ,4/7/2020,Location B,2.00,2,1,1
7,Carolina Golla  ,3/10/2020,Location B,1.00,0,3,1
39,Rueben Maxfield  ,2/16/2020,Location C,5.00,3,5,2
52,Felica Pajak  ,1/1/2020,Location A,0.00,0,2,1
55,Rueben Maxfield  ,1/7/2020,Location C,3.00,2,2,1
87,Rueben Maxfield  ,3/27/2020,Location C,3.00,2,3,3
18,Carolina Golla  ,2/29/2020,Location D,2.00,0,2,2
98,Rueben Maxfield  ,3/27/2020,Location C,7.00,4,1,1
89,Alvina Brazee  ,1/18/2020,Location B,4.00,1,3,1
40,Bobbie Cannella  ,2/3/2020,Location B,5.00,0,1,1
3,Mariano Defibaugh  ,1/23/2020,Location C,0.00,0,3,1
3,Rueben Maxfield  ,4/6/2020,Location A,4.00,4,4,1
95,Frederica Tope  ,1/22/2020,Location B,2.00,1,1,1
44,Khalilah Gratz  ,3/19/2020,Location C,5.00,4,3,2
67,Dorine Varnell  ,3/16/2020,Location D,3.00,3,2,2
39,Carolina Golla  ,1/30/2020,Location B,1.00,1,3,2
12,Archie Mobley  ,1/25/2020,Location A,8.00,5,1,1
77,Frederica Tope  ,4/1/2020,Location D,1.00,0,5,2
70,Rueben Maxfield  ,1/17/2020,Location A,1.00,0,4,4
18,Frederica Tope  ,2/11/2020,Location B,1.00,1,1,1
40,Khalilah Gratz  ,4/8/2020,Location C,6.00,6,4,1
20,Alvina Brazee  ,3/8/2020,Location D,4.00,3,3,3
3,Frederica Tope  ,1/12/2020,Location D,0.00,0,1,1
75,Alvina Brazee  ,2/17/2020,Location D,1.00,1,2,2
63,Bobbie Cannella  ,3/4/2020,Location D,4.00,2,3,2
94,Bobbie Cannella  ,3/4/2020,Location D,8.00,4,4,3
55,Carolina Golla  ,3/10/2020,Location B,0.00,0,3,2
26,Bobbie Cannella  ,3/14/2020,Location B,6.00,1,1,1
79,Archie Mobley  ,1/15/2020,Location C,5.00,0,4,3
97,Mariano Defibaugh  ,1/13/2020,Location A,2.00,0,2,2
55,Felica Pajak  ,1/31/2020,Location C,2.00,1,4,4
62,Rueben Maxfield  ,1/7/2020,Location C,1.00,0,5,5
9,Carolina Golla  ,4/9/2020,Location D,0.00,0,4,4
58,Felica Pajak  ,1/31/2020,Location C,4.00,0,5,4
22,Rueben Maxfield  ,2/16/2020,Location C,2.00,0,4,3
7,Khalilah Gratz  ,2/8/2020,Location C,8.00,5,2,1
16,Mariano Defibaugh  ,3/13/2020,Location A,5.00,3,2,2
60,Bobbie Cannella  ,2/3/2020,Location B,8.00,8,2,2
59,Alvina Brazee  ,2/7/2020,Location B,7.00,3,4,1
34,Khalilah Gratz  ,1/29/2020,Location A,8.00,3,4,4
14,Alvina Brazee  ,1/8/2020,Location D,7.00,3,5,5
82,Carolina Golla  ,2/19/2020,Location B,7.00,0,1,1
49,Archie Mobley  ,2/24/2020,Location C,1.00,1,4,3
68,Carolina Golla  ,2/29/2020,Location D,2.00,2,3,1
53,Dorine Varnell  ,1/26/2020,Location B,7.00,3,2,2
94,Dorine Varnell  ,1/26/2020,Location B,2.00,0,1,1
84,Dorine Varnell  ,3/26/2020,Location B,7.00,4,3,2
88,Felica Pajak  ,2/20/2020,Location C,2.00,2,5,4
48,Bobbie Cannella  ,4/3/2020,Location B,4.00,1,4,2
98,Carolina Golla  ,3/20/2020,Location D,5.00,1,5,5
92,Felica Pajak  ,1/11/2020,Location C,8.00,7,5,3
64,Frederica Tope  ,3/12/2020,Location D,7.00,0,2,1
44,Archie Mobley  ,1/5/2020,Location A,5.00,1,1,1
54,Mariano Defibaugh  ,4/2/2020,Location A,3.00,3,4,3
35,Frederica Tope  ,3/22/2020,Location B,1.00,0,3,2
100,Khalilah Gratz  ,2/28/2020,Location C,2.00,0,2,1
71,Archie Mobley  ,3/25/2020,Location A,2.00,2,5,4
48,Frederica Tope  ,3/22/2020,Location B,2.00,2,4,2
47,Carolina Golla  ,2/29/2020,Location D,4.00,3,4,1
23,Dorine Varnell  ,4/5/2020,Location D,6.00,1,4,1
93,Bobbie Cannella  ,4/3/2020,Location B,3.00,0,2,1
29,Bobbie Cannella  ,2/23/2020,Location B,5.00,1,3,1
30,Dorine Varnell  ,1/6/2020,Location B,6.00,6,1,1
47,Bobbie Cannella  ,3/14/2020,Location B,6.00,3,3,3
4,Carolina Golla  ,3/10/2020,Location B,5.00,3,1,1
64,Frederica Tope  ,3/12/2020,Location D,6.00,5,2,2
19,Rueben Maxfield  ,3/27/2020,Location C,7.00,2,4,2
90,Mariano Defibaugh  ,2/12/2020,Location C,0.00,0,1,1
18,Alvina Brazee  ,2/27/2020,Location B,8.00,2,1,1
60,Mariano Defibaugh  ,2/22/2020,Location A,1.00,0,2,2
65,Mariano Defibaugh  ,3/23/2020,Location C,1.00,1,3,1
44,Alvina Brazee  ,4/7/2020,Location B,3.00,2,2,2
98,Rueben Maxfield  ,3/27/2020,Location C,6.00,2,5,5
71,Mariano Defibaugh  ,2/22/2020,Location A,5.00,2,4,2
18,Dorine Varnell  ,2/15/2020,Location B,8.00,2,1,1
2,Frederica Tope  ,3/2/2020,Location B,6.00,4,4,4
20,Khalilah Gratz  ,1/19/2020,Location C,3.00,3,3,1
88,Felica Pajak  ,3/11/2020,Location C,6.00,4,4,4
6,Khalilah Gratz  ,3/29/2020,Location A,2.00,1,5,1
44,Rueben Maxfield  ,2/26/2020,Location A,4.00,0,4,1
59,Bobbie Cannella  ,3/14/2020,Location B,7.00,6,4,2
23,Khalilah Gratz  ,2/28/2020,Location C,7.00,0,3,3
49,Khalilah Gratz  ,1/19/2020,Location C,1.00,0,5,2
36,Rueben Maxfield  ,3/27/2020,Location C,8.00,4,2,2
9,Bobbie Cannella  ,1/24/2020,Location D,0.00,0,2,1
30,Felica Pajak  ,1/11/2020,Location C,6.00,5,5,1
